cmr_concept_type,cmr_concept_id,cmr_native_id,cmr_provider_id,cmr_revision_id,cmr_revision_date,cmr_publication_date,coll_shortname,gran_name,gran_size_mb,gran_parameters,gran_day_night,time_min,time_max,lat_min,lat_max,lon_min,lon_max,geometry
granule,G1708606615-PODAAC,antarctica_mass_200204_201911.txt,PODAAC,2,2020-03-18T18:17:36Z,2020-03-18T16:51:33.991Z,ANTARCTICA_MASS_TELLUS_MASCON_CRI_TIME_SERIES_RL06_V2,antarctica_mass_200204_201911.txt,0.007233619689941406,,Unspecified,2002-04-01T00:00:00.000Z,2019-11-30T23:59:59.000Z,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
