cmr_concept_type,cmr_concept_id,cmr_native_id,cmr_provider_id,cmr_revision_id,cmr_revision_date,cmr_publication_date,coll_shortname,gran_name,gran_size_mb,gran_parameters,gran_day_night,time_min,time_max,lat_min,lat_max,lon_min,lon_max,geometry
granule,G1422711738-ORNL_DAAC,FIFE_OT_CALIB.9216xmh2.ot,ORNL_DAAC,1,2017-09-28T15:52:14Z,1994-07-24T00:00:00.000Z,FIFE_OT_CALIB_60,FIFE_OT_CALIB.9216xmh2.ot,0.255553,,Night,1989-08-04T00:00:00.000Z,1989-08-04T00:00:00.000Z,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
granule,G1422711739-ORNL_DAAC,FIFE_OT_CALIB.9218xmh2.ot,ORNL_DAAC,1,2017-09-28T15:52:15Z,1994-07-24T00:00:00.000Z,FIFE_OT_CALIB_60,FIFE_OT_CALIB.9218xmh2.ot,0.013386,,Night,1989-08-06T00:00:00.000Z,1989-08-06T00:00:00.000Z,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
